 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (F), Relative Humidity (%), Heat Index (F)
52,20,49.92
52,21,49.9435
52,22,49.967
52,23,49.9905
52,24,50.014
52,25,50.0375
52,26,50.061
52,27,50.0845
52,28,50.108
52,29,50.1315
52,30,50.155
52,31,50.1785
52,32,50.202
52,33,50.2255
52,34,50.249
52,35,50.2725
52,36,50.296
52,37,50.3195
52,38,50.343
52,39,50.3665
52,40,50.39
53,1,50.5235
53,2,50.547
53,3,50.5705
53,4,50.594
53,5,50.6175
53,6,50.641
53,7,50.6645
53,8,50.688
53,9,50.7115
53,10,50.735
53,11,50.7585
53,12,50.782
53,13,50.8055
53,14,50.829
53,15,50.8525
53,16,50.876
53,17,50.8995
53,18,50.923
53,19,50.9465
53,20,50.97
53,21,50.9935
53,22,51.017
53,23,51.0405
53,24,51.064
53,25,51.0875
53,26,51.111
53,27,51.1345
53,28,51.158
53,29,51.1815
53,30,51.205
53,31,51.2285
53,32,51.252
53,33,51.2755
53,34,51.299
53,35,51.3225
53,36,51.346
53,37,51.3695
53,38,51.393
53,39,51.4165
53,40,51.44
54,1,51.5735
54,2,51.597
54,3,51.6205
54,4,51.644
54,5,51.6675
54,6,51.691
54,7,51.7145
54,8,51.738
54,9,51.7615
54,10,51.785
54,11,51.8085
54,12,51.832
54,13,51.8555
54,14,51.879
54,15,51.9025
54,16,51.926
54,17,51.9495
54,18,51.973
54,19,51.9965
54,20,52.02
54,21,52.0435
54,22,52.067
54,23,52.0905
54,24,52.114
54,25,52.1375
54,26,52.161
54,27,52.1845
54,28,52.208
54,29,52.2315
54,30,52.255
54,31,52.2785
54,32,52.302
54,33,52.3255
54,34,52.349
54,35,52.3725
54,36,52.396
54,37,52.4195
54,38,52.443
54,39,52.4665
54,40,52.49
55,1,52.6235
55,2,52.647
55,3,52.6705
55,4,52.694
55,5,52.7175
55,6,52.741
55,7,52.7645
55,8,52.788
55,9,52.8115
55,10,52.835
55,11,52.8585
55,12,52.882
55,13,52.9055
55,14,52.929
55,15,52.9525
55,16,52.976
55,17,52.9995
55,18,53.023
55,19,53.0465
55,20,53.07
55,21,53.0935
55,22,53.117
55,23,53.1405
55,24,53.164
55,25,53.1875
55,26,53.211
55,27,53.2345
55,28,53.258
55,29,53.2815
55,30,53.305
55,31,53.3285
55,32,53.352
55,33,53.3755
55,34,53.399
55,35,53.4225
55,36,53.446
55,37,53.4695
55,38,53.493
55,39,53.5165
55,40,53.54
56,1,53.6735
56,2,53.697
56,3,53.7205
56,4,53.744
56,5,53.7675
56,6,53.791
56,7,53.8145
56,8,53.838
56,9,53.8615
56,10,53.885
56,11,53.9085
56,12,53.932
56,13,53.9555
56,14,53.979
56,15,54.0025
56,16,54.026
56,17,54.0495
56,18,54.073
56,19,54.0965
56,20,54.12
56,21,54.1435
56,22,54.167
56,23,54.1905
56,24,54.214
56,25,54.2375
56,26,54.261
56,27,54.2845
56,28,54.308
56,29,54.3315
56,30,54.355
56,31,54.3785
56,32,54.402
56,33,54.4255
56,34,54.449
56,35,54.4725
56,36,54.496
56,37,54.5195
56,38,54.543
56,39,54.5665
56,40,54.59
57,1,54.7235
57,2,54.747
57,3,54.7705
57,4,54.794
57,5,54.8175
57,6,54.841
57,7,54.8645
57,8,54.888
57,9,54.9115
57,10,54.935
57,11,54.9585
57,12,54.982
57,13,55.0055
57,14,55.029
57,15,55.0525
57,16,55.076
57,17,55.0995
57,18,55.123
57,19,55.1465
57,20,55.17
57,21,55.1935
57,22,55.217
57,23,55.2405
57,24,55.264
57,25,55.2875
57,26,55.311
57,27,55.3345
57,28,55.358
57,29,55.3815
57,30,55.405
57,31,55.4285
57,32,55.452
57,33,55.4755
57,34,55.499
57,35,55.5225
57,36,55.546
57,37,55.5695
57,38,55.593
57,39,55.6165
57,40,55.64
58,1,55.7735
58,2,55.797
58,3,55.8205
58,4,55.844
58,5,55.8675
58,6,55.891
58,7,55.9145
58,8,55.938
58,9,55.9615
58,10,55.985
58,11,56.0085
58,12,56.032
58,13,56.0555
58,14,56.079
58,15,56.1025
58,16,56.126
58,17,56.1495
58,18,56.173
58,19,56.1965
58,20,56.22
58,21,56.2435
58,22,56.267
58,23,56.2905
58,24,56.314
58,25,56.3375
58,26,56.361
58,27,56.3845
58,28,56.408
58,29,56.4315
58,30,56.455
58,31,56.4785
58,32,56.502
58,33,56.5255
58,34,56.549
58,35,56.5725
58,36,56.596
58,37,56.6195
58,38,56.643
58,39,56.6665
58,40,56.69
59,1,56.8235
59,2,56.847
59,3,56.8705
59,4,56.894
59,5,56.9175
59,6,56.941
59,7,56.9645
59,8,56.988
59,9,57.0115
59,10,57.035
59,11,57.0585
59,12,57.082
59,13,57.1055
59,14,57.129
59,15,57.1525
59,16,57.176
59,17,57.1995
59,18,57.223
59,19,57.2465
59,20,57.27
59,21,57.2935
59,22,57.317
59,23,57.3405
59,24,57.364
59,25,57.3875
59,26,57.411
59,27,57.4345
59,28,57.458
59,29,57.4815
59,30,57.505
59,31,57.5285
59,32,57.552
59,33,57.5755
59,34,57.599
59,35,57.6225
59,36,57.646
59,37,57.6695
59,38,57.693
59,39,57.7165
59,40,57.74
60,1,57.8735
60,2,57.897
60,3,57.9205
60,4,57.944
60,5,57.9675
60,6,57.991
60,7,58.0145
60,8,58.038
60,9,58.0615
60,10,58.085
60,11,58.1085
60,12,58.132
60,13,58.1555
60,14,58.179
60,15,58.2025
60,16,58.226
60,17,58.2495
60,18,58.273
60,19,58.2965
60,20,58.32
60,21,58.3435
60,22,58.367
60,23,58.3905
60,24,58.414
60,25,58.4375
60,26,58.461
60,27,58.4845
60,28,58.508
60,29,58.5315
60,30,58.555
60,31,58.5785
60,32,58.602
60,33,58.6255
60,34,58.649
60,35,58.6725
60,36,58.696
60,37,58.7195
60,38,58.743
60,39,58.7665
60,40,58.79
61,1,58.9235
61,2,58.947
61,3,58.9705
61,4,58.994
61,5,59.0175
61,6,59.041
61,7,59.0645
61,8,59.088
61,9,59.1115
61,10,59.135
61,11,59.1585
61,12,59.182
61,13,59.2055
61,14,59.229
61,15,59.2525
61,16,59.276
61,17,59.2995
61,18,59.323
61,19,59.3465
61,20,59.37
61,21,59.3935
61,22,59.417
61,23,59.4405
61,24,59.464
61,25,59.4875
61,26,59.511
61,27,59.5345
61,28,59.558
61,29,59.5815
61,30,59.605
61,31,59.6285
61,32,59.652
61,33,59.6755
61,34,59.699
61,35,59.7225
61,36,59.746
61,37,59.7695
61,38,59.793
61,39,59.8165
61,40,59.84
62,1,59.9735
62,2,59.997
62,3,60.0205
62,4,60.044
62,5,60.0675
62,6,60.091
62,7,60.1145
62,8,60.138
62,9,60.1615
62,10,60.185
62,11,60.2085
62,12,60.232
62,13,60.2555
62,14,60.279
62,15,60.3025
62,16,60.326
62,17,60.3495
62,18,60.373
62,19,60.3965
62,20,60.42
62,21,60.4435
62,22,60.467
62,23,60.4905
62,24,60.514
62,25,60.5375
62,26,60.561
62,27,60.5845
62,28,60.608
62,29,60.6315
62,30,60.655
62,31,60.6785
62,32,60.702
62,33,60.7255
62,34,60.749
62,35,60.7725
62,36,60.796
62,37,60.8195
62,38,60.843
62,39,60.8665
62,40,60.89
63,1,61.0235
63,2,61.047
63,3,61.0705
63,4,61.094
63,5,61.1175
63,6,61.141
63,7,61.1645
63,8,61.188
63,9,61.2115
63,10,61.235
63,11,61.2585
63,12,61.282
63,13,61.3055
63,14,61.329
63,15,61.3525
63,16,61.376
63,17,61.3995
63,18,61.423
63,19,61.4465
63,20,61.47
63,21,61.4935
63,22,61.517
63,23,61.5405
63,24,61.564
63,25,61.5875
63,26,61.611
63,27,61.6345
63,28,61.658
63,29,61.6815
63,30,61.705
63,31,61.7285
63,32,61.752
63,33,61.7755
63,34,61.799
63,35,61.8225
63,36,61.846
63,37,61.8695
63,38,61.893
63,39,61.9165
63,40,61.94
64,1,62.0735
64,2,62.097
64,3,62.1205
64,4,62.144
64,5,62.1675
64,6,62.191
64,7,62.2145
64,8,62.238
64,9,62.2615
64,10,62.285
64,11,62.3085
64,12,62.332
64,13,62.3555
64,14,62.379
64,15,62.4025
64,16,62.426
64,17,62.4495
64,18,62.473
64,19,62.4965
64,20,62.52
64,21,62.5435
64,22,62.567
64,23,62.5905
64,24,62.614
64,25,62.6375
64,26,62.661
64,27,62.6845
64,28,62.708
64,29,62.7315
64,30,62.755
64,31,62.7785
64,32,62.802
64,33,62.8255
64,34,62.849
64,35,62.8725
64,36,62.896
64,37,62.9195
64,38,62.943
64,39,62.9665
64,40,62.99
65,1,63.1235
65,2,63.147
65,3,63.1705
65,4,63.194
65,5,63.2175
65,6,63.241
65,7,63.2645
65,8,63.288
65,9,63.3115
65,10,63.335
65,11,63.3585
65,12,63.382
65,13,63.4055
65,14,63.429
65,15,63.4525
65,16,63.476
65,17,63.4995
65,18,63.523
65,19,63.5465
65,20,63.57
65,21,63.5935
65,22,63.617
65,23,63.6405
65,24,63.664
65,25,63.6875
65,26,63.711
65,27,63.7345
65,28,63.758
65,29,63.7815
65,30,63.805
65,31,63.8285
65,32,63.852
65,33,63.8755
65,34,63.899
65,35,63.9225
65,36,63.946
65,37,63.9695
65,38,63.993
65,39,64.0165
65,40,64.04
66,1,64.1735
66,2,64.197
66,3,64.2205
66,4,64.244
66,5,64.2675
66,6,64.291
66,7,64.3145
66,8,64.338
66,9,64.3615
66,10,64.385
66,11,64.4085
66,12,64.432
66,13,64.4555
66,14,64.479
66,15,64.5025
66,16,64.526
66,17,64.5495
66,18,64.573
66,19,64.5965
66,20,64.62
66,21,64.6435
66,22,64.667
66,23,64.6905
66,24,64.714
66,25,64.7375
66,26,64.761
66,27,64.7845
66,28,64.808
66,29,64.8315
66,30,64.855
66,31,64.8785
66,32,64.902
66,33,64.9255
66,34,64.949
66,35,64.9725
66,36,64.996
66,37,65.0195
66,38,65.043
66,39,65.0665
66,40,65.09
67,1,65.2235
67,2,65.247
67,3,65.2705
67,4,65.294
67,5,65.3175
67,6,65.341
67,7,65.3645
67,8,65.388
67,9,65.4115
67,10,65.435
67,11,65.4585
67,12,65.482
67,13,65.5055
67,14,65.529
67,15,65.5525
67,16,65.576
67,17,65.5995
67,18,65.623
67,19,65.6465
67,20,65.67
67,21,65.6935
67,22,65.717
67,23,65.7405
67,24,65.764
67,25,65.7875
67,26,65.811
67,27,65.8345
67,28,65.858
67,29,65.8815
67,30,65.905
67,31,65.9285
67,32,65.952
67,33,65.9755
67,34,65.999
67,35,66.0225
67,36,66.046
67,37,66.0695
67,38,66.093
67,39,66.1165
67,40,66.14
68,1,66.2735
68,2,66.297
68,3,66.3205
68,4,66.344
68,5,66.3675
68,6,66.391
68,7,66.4145
68,8,66.438
68,9,66.4615
68,10,66.485
68,11,66.5085
68,12,66.532
68,13,66.5555
68,14,66.579
68,15,66.6025
68,16,66.626
68,17,66.6495
68,18,66.673
68,19,66.6965
68,20,66.72
68,21,66.7435
68,22,66.767
68,23,66.7905
68,24,66.814
68,25,66.8375
68,26,66.861
68,27,66.8845
68,28,66.908
68,29,66.9315
68,30,66.955
68,31,66.9785
68,32,67.002
68,33,67.0255
68,34,67.049
68,35,67.0725
68,36,67.096
68,37,67.1195
68,38,67.143
68,39,67.1665
68,40,67.19
69,1,67.3235
69,2,67.347
69,3,67.3705
69,4,67.394
69,5,67.4175
69,6,67.441
69,7,67.4645
69,8,67.488
69,9,67.5115
69,10,67.535
69,11,67.5585
69,12,67.582
69,13,67.6055
69,14,67.629
69,15,67.6525
69,16,67.676
69,17,67.6995
69,18,67.723
69,19,67.7465
69,20,67.77
69,21,67.7935
69,22,67.817
69,23,67.8405
69,24,67.864
69,25,67.8875
69,26,67.911
69,27,67.9345
69,28,67.958
69,29,67.9815
69,30,68.005
69,31,68.0285
69,32,68.052
69,33,68.0755
69,34,68.099
69,35,68.1225
69,36,68.146
69,37,68.1695
69,38,68.193
69,39,68.2165
69,40,68.24
70,1,68.3735
70,2,68.397
70,3,68.4205
70,4,68.444
70,5,68.4675
70,6,68.491
70,7,68.5145
70,8,68.538
70,9,68.5615
70,10,68.585
70,11,68.6085
70,12,68.632
70,13,68.6555
70,14,68.679
70,15,68.7025
70,16,68.726
70,17,68.7495
70,18,68.773
70,19,68.7965
70,20,68.82
70,21,68.8435
70,22,68.867
70,23,68.8905
70,24,68.914
70,25,68.9375
70,26,68.961
70,27,68.9845
70,28,69.008
70,29,69.0315
70,30,69.055
70,31,69.0785
70,32,69.102
70,33,69.1255
70,34,69.149
70,35,69.1725
70,36,69.196
70,37,69.2195
70,38,69.243
70,39,69.2665
70,40,69.29
71,1,69.4235
71,2,69.447
71,3,69.4705
71,4,69.494
71,5,69.5175
71,6,69.541
71,7,69.5645
71,8,69.588
71,9,69.6115
71,10,69.635
71,11,69.6585
71,12,69.682
71,13,69.7055
71,14,69.729
71,15,69.7525
71,16,69.776
71,17,69.7995
71,18,69.823
71,19,69.8465
71,20,69.87
71,21,69.8935
71,22,69.917
71,23,69.9405
71,24,69.964
71,25,69.9875
71,26,70.011
71,27,70.0345
71,28,70.058
71,29,70.0815
71,30,70.105
71,31,70.1285
71,32,70.152
71,33,70.1755
71,34,70.199
71,35,70.2225
71,36,70.246
71,37,70.2695
71,38,70.293
71,39,70.3165
71,40,70.34
72,1,70.4735
72,2,70.497
72,3,70.5205
72,4,70.544
72,5,70.5675
72,6,70.591
72,7,70.6145
72,8,70.638
72,9,70.6615
72,10,70.685
72,11,70.7085
72,12,70.732
72,13,70.7555
72,14,70.779
72,15,70.8025
72,16,70.826
72,17,70.8495
72,18,70.873
72,19,70.8965
72,20,70.92
72,21,70.9435
72,22,70.967
72,23,70.9905
72,24,71.014
72,25,71.0375
72,26,71.061
72,27,71.0845
72,28,71.108
72,29,71.1315
72,30,71.155
72,31,71.1785
72,32,71.202
72,33,71.2255
72,34,71.249
72,35,71.2725
72,36,71.296
72,37,71.3195
72,38,71.343
72,39,71.3665
72,40,71.39
73,1,71.5235
73,2,71.547
73,3,71.5705
73,4,71.594
73,5,71.6175
73,6,71.641
73,7,71.6645
73,8,71.688
73,9,71.7115
73,10,71.735
73,11,71.7585
73,12,71.782
73,13,71.8055
73,14,71.829
73,15,71.8525
73,16,71.876
73,17,71.8995
73,18,71.923
73,19,71.9465
73,20,71.97
73,21,71.9935
73,22,72.017
73,23,72.0405
73,24,72.064
73,25,72.0875
73,26,72.111
73,27,72.1345
73,28,72.158
73,29,72.1815
73,30,72.205
73,31,72.2285
73,32,72.252
73,33,72.2755
73,34,72.299
73,35,72.3225
73,36,72.346
73,37,72.3695
73,38,72.393
73,39,72.4165
73,40,72.44
74,1,72.5735
74,2,72.597
74,3,72.6205
74,4,72.644
74,5,72.6675
74,6,72.691
74,7,72.7145
74,8,72.738
74,9,72.7615
74,10,72.785
74,11,72.8085
74,12,72.832
74,13,72.8555
74,14,72.879
74,15,72.9025
74,16,72.926
74,17,72.9495
74,18,72.973
74,19,72.9965
74,20,73.02
74,21,73.0435
74,22,73.067
74,23,73.0905
74,24,73.114
74,25,73.1375
74,26,73.161
74,27,73.1845
74,28,73.208
74,29,73.2315
74,30,73.255
74,31,73.2785
74,32,73.302
74,33,73.3255
74,34,73.349
74,35,73.3725
74,36,73.396
74,37,73.4195
74,38,73.443
74,39,73.4665
74,40,73.49
75,1,73.6235
75,2,73.647
75,3,73.6705
75,4,73.694
75,5,73.7175
75,6,73.741
75,7,73.7645
75,8,73.788
75,9,73.8115
75,10,73.835
75,11,73.8585
75,12,73.882
75,13,73.9055
75,14,73.929
75,15,73.9525
75,16,73.976
75,17,73.9995
75,18,74.023
75,19,74.0465
75,20,74.07
75,21,74.0935
75,22,74.117
75,23,74.1405
75,24,74.164
75,25,74.1875
75,26,74.211
75,27,74.2345
75,28,74.258
75,29,74.2815
75,30,74.305
75,31,74.3285
75,32,74.352
75,33,74.3755
75,34,74.399
75,35,74.4225
75,36,74.446
75,37,74.4695
75,38,74.493
75,39,74.5165
75,40,74.54
76,1,74.6735
76,2,74.697
76,3,74.7205
76,4,74.744
76,5,74.7675
76,6,74.791
76,7,74.8145
76,8,74.838
76,9,74.8615
76,10,74.885
76,11,74.9085
76,12,74.932
76,13,74.9555
76,14,74.979
76,15,75.0025
76,16,75.026
76,17,75.0495
76,18,75.073
76,19,75.0965
76,20,75.12
76,21,75.1435
76,22,75.167
76,23,75.1905
76,24,75.214
76,25,75.2375
76,26,75.261
76,27,75.2845
76,28,75.308
76,29,75.3315
76,30,75.355
76,31,75.3785
76,32,75.402
76,33,75.4255
76,34,75.449
76,35,75.4725
76,36,75.496
76,37,75.5195
76,38,75.543
76,39,75.5665
76,40,75.59
77,1,75.7235
77,2,75.747
77,3,75.7705
77,4,75.794
77,5,75.8175
77,6,75.841
77,7,75.8645
77,8,75.888
77,9,75.9115
77,10,75.935
77,11,75.9585
77,12,75.982
77,13,76.0055
77,14,76.029
77,15,76.0525
77,16,76.076
77,17,76.0995
77,18,76.123
77,19,76.1465
77,20,76.17
77,21,76.1935
77,22,76.217
77,23,76.2405
77,24,76.264
77,25,76.2875
77,26,76.311
77,27,76.3345
77,28,76.358
77,29,76.3815
77,30,76.405
77,31,76.4285
77,32,76.452
77,33,76.4755
77,34,76.499
77,35,76.5225
77,36,76.546
77,37,76.5695
77,38,76.593
77,39,76.6165
77,40,76.64
78,1,76.7735
78,2,76.797
78,3,76.8205
78,4,76.844
78,5,76.8675
78,6,76.891
78,7,76.9145
78,8,76.938
78,9,76.9615
78,10,76.985
78,11,77.0085
78,12,77.032
78,13,77.0555
78,14,77.079
78,15,77.1025
78,16,77.126
78,17,77.1495
78,18,77.173
78,19,77.1965
78,20,77.22
78,21,77.2435
78,22,77.267
78,23,77.2905
78,24,77.314
78,25,77.3375
78,26,77.361
78,27,77.3845
78,28,77.408
78,29,77.4315
78,30,77.455
78,31,77.4785
78,32,77.502
78,33,77.5255
78,34,77.549
78,35,77.5725
78,36,77.596
78,37,77.6195
78,38,77.643
78,39,77.6665
78,40,77.69
79,1,77.8235
79,2,77.847
79,3,77.8705
79,4,77.894
79,5,77.9175
79,6,77.941
79,7,77.9645
79,8,77.988
79,9,78.0115
79,10,78.035
79,11,78.0585
79,12,78.082
79,13,78.1055
79,14,78.129
79,15,78.1525
79,16,78.176
79,17,78.1995
79,18,78.223
79,19,78.2465
79,20,78.27
79,21,78.2935
79,22,78.317
79,23,78.3405
79,24,78.364
79,25,78.3875
79,26,78.411
79,27,78.4345
79,28,78.458
79,29,78.4815
79,30,78.505
79,31,78.5285
79,32,78.552
79,33,78.5755
79,34,78.599
79,35,78.6225
79,36,78.646
79,37,78.6695
79,38,78.693
79,39,78.7165
79,40,78.74
79,40,78.74
79,41,78.7635
79,42,78.787
79,43,78.8105
79,44,78.834
79,45,78.8575
79,46,78.881
79,47,78.9045
79,48,78.928
79,49,78.9515
79,50,78.975
79,51,78.9985
79,52,79.022
79,53,79.0455
79,54,79.069
79,55,79.0925
79,56,79.116
79,57,79.1395
79,58,79.163
79,59,79.1865
79,60,79.21
79,61,79.2335
79,62,79.257
79,63,79.2805
79,64,79.304
79,65,79.3275
79,66,79.351
79,67,79.3745
79,68,79.398
79,69,79.4215
79,70,79.445
79,71,79.4685
79,72,79.492
79,73,79.5155
79,74,79.539
79,75,79.5625
79,76,79.586
79,77,79.6095
79,78,79.633
79,79,79.6565
79,80,79.68
79,81,79.7035
79,82,79.727
79,83,79.7505
79,84,79.774
79,85,79.7975
79,86,79.821
79,87,79.8445
79,88,79.868
79,89,79.8915
79,90,79.915
79,91,79.9385
79,92,79.962
79,93,79.9855
79,94,80.009
79,95,80.0325
79,96,80.056
79,97,80.0795
79,98,80.103
79,99,80.1265
79,100,80.15
80,40,79.79
80,41,79.8135
80,42,79.837
80,43,79.8605
80,44,79.884
80,45,79.9075
80,46,79.931
80,47,79.9545
80,48,79.978
80,49,80.7095
80,50,80.8029
80,51,80.8977
80,52,80.9938
80,53,81.0912
80,54,81.19
80,55,81.2902
80,56,81.3916
80,57,81.4945
80,58,81.5986
80,59,81.7042
80,60,81.811
80,61,81.9192
80,62,82.0287
80,63,82.1397
80,64,82.2519
80,65,82.3654
80,66,82.4804
80,67,82.5966
80,68,82.7141
80,69,82.8331
80,70,82.9536
80,71,83.0751
80,72,83.1981
80,73,83.3225
80,74,83.4481
80,75,83.5751
80,76,83.7036
80,77,83.8333
80,78,83.9644
80,79,84.0966
80,80,84.2305
80,81,84.3656
80,82,84.502
80,83,84.6399
80,84,84.7789
80,85,84.9194
80,86,85.0613
80,87,85.2044
80,88,85.3489
80,89,85.4947
80,90,85.642
80,91,85.7904
80,92,85.9404
80,93,86.0918
80,94,86.2442
80,95,86.398
80,96,86.5533
80,97,86.7099
80,98,86.868
80,99,87.0272
80,100,87.188
81,40,80.6523
81,41,80.7498
81,42,80.8497
81,43,80.952
81,44,81.0567
81,45,81.1638
81,46,81.2734
81,47,81.3854
81,48,81.4997
81,49,81.6165
81,50,81.7356
81,51,81.8573
81,52,81.9813
81,53,82.1077
81,54,82.2366
81,55,82.3677
81,56,82.5013
81,57,82.6374
81,58,82.7759
81,59,82.9168
81,60,83.0602
81,61,83.2058
81,62,83.3539
81,63,83.5044
81,64,83.6573
81,65,83.8126
81,66,83.9704
81,67,84.1306
81,68,84.2931
81,69,84.458
81,70,84.6256
81,71,84.7952
81,72,84.9675
81,73,85.1421
81,74,85.3191
81,75,85.4986
81,76,85.6804
81,77,85.8646
81,78,86.0513
81,79,86.2403
81,80,86.4319
81,81,86.6258
81,82,86.8221
81,83,87.0208
81,84,87.2218
81,85,87.4254
81,86,87.6313
81,87,87.8397
81,88,88.0504
81,89,88.2635
81,90,88.4791
81,91,88.6972
81,92,88.9176
81,93,89.1405
81,94,89.3657
81,95,90.5933
81,96,90.8232
81,97,91.0556
81,98,91.2905
81,99,91.5277
81,100,91.7673
82,40,81.4534
82,41,81.5692
82,42,81.6885
82,43,81.8113
82,44,81.9376
82,45,82.0673
82,46,82.2004
82,47,82.3371
82,48,82.4772
82,49,82.6208
82,50,82.7678
82,51,82.9183
82,52,83.0723
82,53,83.2297
82,54,83.3906
82,55,83.555
82,56,83.7228
82,57,83.8941
82,58,84.0689
82,59,84.247
82,60,84.4287
82,61,84.6139
82,62,84.8025
82,63,84.9947
82,64,85.1903
82,65,85.3893
82,66,85.5918
82,67,85.7978
82,68,86.0072
82,69,86.2201
82,70,86.4364
82,71,86.6562
82,72,86.8795
82,73,87.1063
82,74,87.3365
82,75,87.5703
82,76,87.8075
82,77,88.0481
82,78,88.2921
82,79,88.5397
82,80,88.7907
82,81,89.0453
82,82,89.3032
82,83,89.5646
82,84,89.8296
82,85,90.0978
82,86,90.3699
82,87,90.6452
82,88,90.9238
82,89,91.2061
82,90,91.4918
82,91,91.7808
82,92,92.0736
82,93,92.3695
82,94,92.6692
82,95,93.9723
82,96,94.2789
82,97,94.5888
82,98,94.9022
82,99,95.2191
82,100,95.5394
83,40,82.3328
83,41,82.4691
83,42,82.6099
83,43,82.7552
83,44,82.9051
83,45,83.0594
83,46,83.2183
83,47,83.3817
83,48,83.5497
83,49,83.7221
83,50,83.899
83,51,84.0805
83,52,84.2664
83,53,84.457
83,54,84.652
83,55,84.8515
83,56,85.0554
83,57,85.264
83,58,85.4772
83,59,85.6946
83,60,85.9167
83,61,86.1434
83,62,86.3746
83,63,86.6101
83,64,86.8503
83,65,87.095
83,66,87.3441
83,67,87.5979
83,68,87.8561
83,69,88.1189
83,70,88.3861
83,71,88.6579
83,72,88.9342
83,73,89.2148
83,74,89.5002
83,75,89.7901
83,76,90.0844
83,77,90.3832
83,78,90.6867
83,79,90.9946
83,80,91.307
83,81,91.6239
83,82,91.9454
83,83,92.2712
83,84,92.6018
83,85,92.9367
83,86,93.2762
83,87,93.6203
83,88,93.9688
83,89,94.3219
83,90,94.6794
83,91,95.0414
83,92,95.408
83,93,95.779
83,94,96.1547
83,95,96.535
83,96,96.9196
83,97,97.3088
83,98,97.7026
83,99,98.1008
83,100,98.5034
84,40,83.2905
84,41,83.4494
84,42,83.6138
84,43,83.7839
84,44,83.9594
84,45,84.1406
84,46,84.3272
84,47,84.5195
84,48,84.7173
84,49,84.9207
84,50,85.1296
84,51,85.3441
84,52,85.5641
84,53,85.7897
84,54,86.0209
84,55,86.2574
84,56,86.4998
84,57,86.7475
84,58,87.001
84,59,87.2598
84,60,87.5244
84,61,87.7944
84,62,88.07
84,63,88.3511
84,64,88.6378
84,65,88.9301
84,66,89.2279
84,67,89.5313
84,68,89.8402
84,69,90.1548
84,70,90.4748
84,71,90.8004
84,72,91.1315
84,73,91.4683
84,74,91.8105
84,75,92.1583
84,76,92.5117
84,77,92.8707
84,78,93.2352
84,79,93.6053
84,80,93.9809
84,81,94.3621
84,82,94.7487
84,83,95.141
84,84,95.5389
84,85,95.9422
84,86,96.3512
84,87,96.7657
84,88,97.1857
84,89,97.6115
84,90,98.0426
84,91,98.4794
84,92,98.9215
84,93,99.3694
84,94,99.8227
84,95,100.282
84,96,100.746
84,97,101.216
84,98,101.692
84,99,102.173
84,100,102.66
85,40,84.3264
85,41,84.51
85,42,84.7002
85,43,84.8971
85,44,85.1005
85,45,85.3105
85,46,85.5271
85,47,85.7502
85,48,85.98
85,49,86.2164
85,50,86.4593
85,51,86.7089
85,52,86.9649
85,53,87.2277
85,54,87.4971
85,55,87.7729
85,56,88.0555
85,57,88.3445
85,58,88.6402
85,59,88.9424
85,60,89.2514
85,61,89.5667
85,62,89.8887
85,63,90.2174
85,64,90.5526
85,65,90.8943
85,66,91.2428
85,67,91.5977
85,68,91.9592
85,69,92.3275
85,70,92.7022
85,71,93.0835
85,72,93.4714
85,73,93.8659
85,74,94.267
85,75,94.6747
85,76,95.089
85,77,95.5099
85,78,95.9373
85,79,96.3714
85,80,96.812
85,81,97.2592
85,82,97.7131
85,83,98.1735
85,84,98.6405
85,85,99.1141
85,86,99.5943
85,87,100.081
85,88,100.574
85,89,101.074
85,90,101.581
85,91,102.094
85,92,102.614
85,93,103.14
85,94,103.673
85,95,104.212
85,96,104.758
85,97,105.311
85,98,105.87
85,99,106.436
85,100,107.009
86,40,85.4405
86,41,85.651
86,42,85.8692
86,43,86.0949
86,44,86.3283
86,45,86.5693
86,46,86.8179
86,47,87.0741
86,48,87.3379
86,49,87.6093
86,50,87.8883
86,51,88.1751
86,52,88.4693
86,53,88.7713
86,54,89.0807
86,55,89.3979
86,56,89.7226
86,57,90.055
86,58,90.3949
86,59,90.7424
86,60,91.0977
86,61,91.4605
86,62,91.831
86,63,92.209
86,64,92.5946
86,65,92.9879
86,66,93.3889
86,67,93.7973
86,68,94.2134
86,69,94.6372
86,70,95.0685
86,71,95.5075
86,72,95.954
86,73,96.4082
86,74,96.87
86,75,97.3394
86,76,97.8165
86,77,98.3011
86,78,98.7934
86,79,99.2933
86,80,99.8008
86,81,100.316
86,82,100.839
86,83,101.369
86,84,101.907
86,85,102.452
86,86,103.006
86,87,103.566
86,88,104.135
86,89,104.711
86,90,105.294
86,91,105.886
86,92,106.485
86,93,107.091
86,94,107.705
86,95,108.327
86,96,108.956
86,97,109.593
86,98,110.238
86,99,110.89
86,100,111.55
87,40,86.6329
87,41,86.8725
87,42,87.1206
87,43,87.3774
87,44,87.6428
87,45,87.9169
87,46,88.1996
87,47,88.4909
87,48,88.7908
87,49,89.0994
87,50,89.4166
87,51,89.7425
87,52,90.077
87,53,90.4201
87,54,90.7718
87,55,91.1322
87,56,91.5012
87,57,91.8789
87,58,92.2651
87,59,92.66
87,60,93.0635
87,61,93.4757
87,62,93.8965
87,63,94.3259
87,64,94.7639
87,65,95.2106
